1 1 1024
x y
-3.30078125 -24.6467176338
-3.291015625 -24.7086502698
-3.28125 -24.7644338608
-3.271484375 -24.8141306818
-3.26171875 -24.8578027894
-3.251953125 -24.8955120221
-3.2421875 -24.9273199998
-3.232421875 -24.9532881244
-3.22265625 -24.9734775794
-3.212890625 -24.9879493301
-3.203125 -24.9967641234
-3.193359375 -24.9999824881
-3.18359375 -24.9976647345
-3.173828125 -24.9898709548
-3.1640625 -24.9766610228
-3.154296875 -24.9580945941
-3.14453125 -24.934231106
-3.134765625 -24.9051297775
-3.125 -24.8708496094
-3.115234375 -24.8314493841
-3.10546875 -24.7869876658
-3.095703125 -24.7375228004
-3.0859375 -24.6831129156
-3.076171875 -24.6238159207
-3.06640625 -24.5596895067
-3.056640625 -24.4907911464
-3.046875 -24.4171780944
-3.037109375 -24.3389073869
-3.02734375 -24.2560358418
-3.017578125 -24.1686200588
-3.0078125 -24.0767164193
-2.998046875 -23.9803810865
-2.98828125 -23.8796700051
-2.978515625 -23.7746389017
-2.96875 -23.6653432846
-2.958984375 -23.5518384438
-2.94921875 -23.4341794511
-2.939453125 -23.3124211598
-2.9296875 -23.1866182052
-2.919921875 -23.056825004
-2.91015625 -22.923095755
-2.900390625 -22.7854844385
-2.890625 -22.6440448165
-2.880859375 -22.4988304328
-2.87109375 -22.3498946128
-2.861328125 -22.1972904638
-2.8515625 -22.0410708748
-2.841796875 -21.8812885163
-2.83203125 -21.7179958408
-2.822265625 -21.5512450824
-2.8125 -21.3810882568
-2.802734375 -21.2075771617
-2.79296875 -21.0307633763
-2.783203125 -20.8506982615
-2.7734375 -20.6674329601
-2.763671875 -20.4810183965
-2.75390625 -20.2915052769
-2.744140625 -20.0989440891
-2.734375 -19.9033851027
-2.724609375 -19.7048783691
-2.71484375 -19.5034737212
-2.705078125 -19.2992207738
-2.6953125 -19.0921689235
-2.685546875 -18.8823673483
-2.67578125 -18.6698650082
-2.666015625 -18.4547106449
-2.65625 -18.2369527817
-2.646484375 -18.0166397237
-2.63671875 -17.7938195576
-2.626953125 -17.5685401521
-2.6171875 -17.3408491574
-2.607421875 -17.1107940054
-2.59765625 -16.8784219099
-2.587890625 -16.6437798661
-2.578125 -16.4069146514
-2.568359375 -16.1678728245
-2.55859375 -15.9267007259
-2.548828125 -15.6834444781
-2.5390625 -15.4381499849
-2.529296875 -15.1908629322
-2.51953125 -14.9416287874
-2.509765625 -14.6904927997
-2.5 -14.4375
-2.490234375 -14.1826952009
-2.48046875 -13.9261229967
-2.470703125 -13.6678277636
-2.4609375 -13.4078536592
-2.451171875 -13.1462446232
-2.44140625 -12.8830443767
-2.431640625 -12.6182964227
-2.421875 -12.3520440459
-2.412109375 -12.0843303127
-2.40234375 -11.8151980711
-2.392578125 -11.544689951
-2.3828125 -11.272848364
-2.373046875 -10.9997155033
-2.36328125 -10.725333344
-2.353515625 -10.4497436427
-2.34375 -10.1729879379
-2.333984375 -9.89510754983
-2.32421875 -9.61614358029
-2.314453125 -9.33613691291
-2.3046875 -9.05512821302
-2.294921875 -8.77315792766
-2.28515625 -8.4902662856
-2.275390625 -8.20649329734
-2.265625 -7.92187875509
-2.255859375 -7.63646223278
-2.24609375 -7.35028308607
-2.236328125 -7.06338045232
-2.2265625 -6.77579325065
-2.216796875 -6.48756018186
-2.20703125 -6.19871972851
-2.197265625 -5.90931015484
-2.1875 -5.61936950684
-2.177734375 -5.32893561221
-2.16796875 -5.03804608039
-2.158203125 -4.74673830251
-2.1484375 -4.45504945144
-2.138671875 -4.16301648178
-2.12890625 -3.87067612982
-2.119140625 -3.57806491361
-2.109375 -3.2852191329
-2.099609375 -2.99217486916
-2.08984375 -2.69896798558
-2.080078125 -2.40563412708
-2.0703125 -2.1122087203
-2.060546875 -1.81872697359
-2.05078125 -1.52522387705
-2.041015625 -1.23173420246
-2.03125 -0.938292503357
-2.021484375 -0.644933114978
-2.01171875 -0.35169015429
-2.001953125 -0.0585975199792
-1.9921875 0.234311107546
-1.982421875 0.527002266157
-1.97265625 0.819442712003
-1.962890625 1.11159941951
-1.953125 1.40343958139
-1.943359375 1.69493060863
-1.93359375 1.98604013049
-1.923828125 2.27673599451
-1.9140625 2.56698626652
-1.904296875 2.85675923062
-1.89453125 3.14602338918
-1.884765625 3.43474746287
-1.875 3.72290039062
-1.865234375 4.01045132965
-1.85546875 4.29736965545
-1.845703125 4.5836249618
-1.8359375 4.86918706074
-1.826171875 5.15402598261
-1.81640625 5.43811197602
-1.806640625 5.72141550785
-1.796875 6.00390726328
-1.787109375 6.28555814574
-1.77734375 6.56633927696
-1.767578125 6.84622199695
-1.7578125 7.12517786399
-1.748046875 7.40317865463
-1.73828125 7.68019636371
-1.728515625 7.95620320436
-1.71875 8.23117160797
-1.708984375 8.50507422422
-1.69921875 8.77788392105
-1.689453125 9.04957378471
-1.6796875 9.3201171197
-1.669921875 9.58948744881
-1.66015625 9.85765851312
-1.650390625 10.124604272
-1.640625 10.390298903
-1.630859375 10.6547168021
-1.62109375 10.9178325834
-1.611328125 11.1796210795
-1.6015625 11.440057341
-1.591796875 11.699116637
-1.58203125 11.9567744548
-1.572265625 12.2130064999
-1.5625 12.4677886963
-1.552734375 12.721097186
-1.54296875 12.9729083295
-1.533203125 13.2231987054
-1.5234375 13.4719451107
-1.513671875 13.7191245607
-1.50390625 13.9647142889
-1.494140625 14.2086917472
-1.484375 14.4510346055
-1.474609375 14.6917207523
-1.46484375 14.9307282942
-1.455078125 15.1680355561
-1.4453125 15.4036210813
-1.435546875 15.6374636311
-1.42578125 15.8695421854
-1.416015625 16.0998359423
-1.40625 16.3283243179
-1.396484375 16.554986947
-1.38671875 16.7798036824
-1.376953125 17.0027545951
-1.3671875 17.2238199748
-1.357421875 17.4429803291
-1.34765625 17.6602163839
-1.337890625 17.8755090835
-1.328125 18.0888395905
-1.318359375 18.3001892858
-1.30859375 18.5095397683
-1.298828125 18.7168728556
-1.2890625 18.9221705832
-1.279296875 19.125415205
-1.26953125 19.3265891934
-1.259765625 19.5256752388
-1.25 19.72265625
-1.240234375 19.917515354
-1.23046875 20.1102358962
-1.220703125 20.3008014402
-1.2109375 20.4891957678
-1.201171875 20.6754028793
-1.19140625 20.859406993
-1.181640625 21.0411925458
-1.171875 21.2207441926
-1.162109375 21.3980468067
-1.15234375 21.5730854797
-1.142578125 21.7458455213
-1.1328125 21.9163124599
-1.123046875 22.0844720416
-1.11328125 22.2503102312
-1.103515625 22.4138132117
-1.09375 22.5749673843
-1.083984375 22.7337593686
-1.07421875 22.8901760022
-1.064453125 23.0442043413
-1.0546875 23.1958316602
-1.044921875 23.3450454516
-1.03515625 23.4918334263
-1.025390625 23.6361835136
-1.015625 23.7780838609
-1.005859375 23.9175228339
-0.99609375 24.0544890168
-0.986328125 24.1889712117
-0.9765625 24.3209584393
-0.966796875 24.4504399384
-0.95703125 24.5774051661
-0.947265625 24.7018437979
-0.9375 24.8237457275
-0.927734375 24.9431010669
-0.91796875 25.0599001462
-0.908203125 25.1741335141
-0.8984375 25.2857919373
-0.888671875 25.3948664009
-0.87890625 25.5013481083
-0.869140625 25.6052284811
-0.859375 25.7064991593
-0.849609375 25.8051520011
-0.83984375 25.9011790829
-0.830078125 25.9945726996
-0.8203125 26.085325364
-0.810546875 26.1734298077
-0.80078125 26.2588789801
-0.791015625 26.3416660491
-0.78125 26.4217844009
-0.771484375 26.49922764
-0.76171875 26.573989589
-0.751953125 26.6460642889
-0.7421875 26.7154459991
-0.732421875 26.7821291969
-0.72265625 26.8461085784
-0.712890625 26.9073790575
-0.703125 26.9659357667
-0.693359375 27.0217740566
-0.68359375 27.0748894962
-0.673828125 27.1252778727
-0.6640625 27.1729351915
-0.654296875 27.2178576766
-0.64453125 27.2600417698
-0.634765625 27.2994841316
-0.625 27.3361816406
-0.615234375 27.3701313937
-0.60546875 27.401330706
-0.595703125 27.4297771109
-0.5859375 27.4554683603
-0.576171875 27.4784024242
-0.56640625 27.4985774907
-0.556640625 27.5159919665
-0.546875 27.5306444764
-0.537109375 27.5425338636
-0.52734375 27.5516591894
-0.517578125 27.5580197335
-0.5078125 27.561614994
-0.498046875 27.5624446869
-0.48828125 27.5605087469
-0.478515625 27.5558073267
-0.46875 27.5483407974
-0.458984375 27.5381097484
-0.44921875 27.5251149873
-0.439453125 27.50935754
-0.4296875 27.4908386506
-0.419921875 27.4695597817
-0.41015625 27.4455226141
-0.400390625 27.4187290466
-0.390625 27.3891811967
-0.380859375 27.3568813999
-0.37109375 27.3218322101
-0.361328125 27.2840363993
-0.3515625 27.2434969582
-0.341796875 27.2002170952
-0.33203125 27.1542002375
-0.322265625 27.1054500302
-0.3125 27.0539703369
-0.302734375 26.9997652394
-0.29296875 26.9428390379
-0.283203125 26.8831962506
-0.2734375 26.8208416142
-0.263671875 26.7557800836
-0.25390625 26.6880168321
-0.244140625 26.6175572511
-0.234375 26.5444069505
-0.224609375 26.4685717581
-0.21484375 26.3900577205
-0.205078125 26.3088711021
-0.1953125 26.2250183858
-0.185546875 26.1385062728
-0.17578125 26.0493416826
-0.166015625 25.9575317528
-0.15625 25.8630838394
-0.146484375 25.7660055168
-0.13671875 25.6663045774
-0.126953125 25.5639890321
-0.1171875 25.45906711
-0.107421875 25.3515472585
-0.09765625 25.2414381432
-0.087890625 25.1287486481
-0.078125 25.0134878755
-0.068359375 24.8956651457
-0.05859375 24.7752899977
-0.048828125 24.6523721884
-0.0390625 24.5269216932
-0.029296875 24.3989487058
-0.01953125 24.2684636379
-0.009765625 24.1354771198
0.0 24.0
0.009765625 23.8620433451
0.01953125 23.7216184402
0.029296875 23.5787367886
0.0390625 23.4334101118
0.048828125 23.2856503497
0.05859375 23.1354696604
0.068359375 22.9828804203
0.078125 22.8278952241
0.087890625 22.6705268847
0.09765625 22.5107884335
0.107421875 22.3486931198
0.1171875 22.1842544116
0.126953125 22.0174859949
0.13671875 21.848401774
0.146484375 21.6770158715
0.15625 21.5033426285
0.166015625 21.327396604
0.17578125 21.1491925756
0.185546875 20.968745539
0.1953125 20.7860707082
0.205078125 20.6011835155
0.21484375 20.4140996116
0.224609375 20.2248348652
0.234375 20.0334053636
0.244140625 19.8398274121
0.25390625 19.6441175344
0.263671875 19.4462924726
0.2734375 19.2463691868
0.283203125 19.0443648556
0.29296875 18.8402968759
0.302734375 18.6341828627
0.3125 18.4260406494
0.322265625 18.2158882877
0.33203125 18.0037440474
0.341796875 17.7896264168
0.3515625 17.5735541023
0.361328125 17.3555460288
0.37109375 17.1356213393
0.380859375 16.9137993951
0.390625 16.6900997758
0.400390625 16.4645422793
0.41015625 16.2371469217
0.419921875 16.0079339375
0.4296875 15.7769237794
0.439453125 15.5441371184
0.44921875 15.3095948438
0.458984375 15.0733180631
0.46875 14.8353281021
0.478515625 14.595646505
0.48828125 14.3542950342
0.498046875 14.1112956703
0.5078125 13.8666706122
0.517578125 13.6204422773
0.52734375 13.372633301
0.537109375 13.123266537
0.546875 12.8723650575
0.556640625 12.6199521527
0.56640625 12.3660513314
0.576171875 12.1106863204
0.5859375 11.8538810648
0.595703125 11.5956597282
0.60546875 11.3360466922
0.615234375 11.0750665569
0.625 10.8127441406
0.634765625 10.5491044799
0.64453125 10.2841728295
0.654296875 10.0179746626
0.6640625 9.75053567067
0.673828125 9.48188176333
0.68359375 9.21203906857
0.693359375 8.94103393263
0.703125 8.66889292002
0.712890625 8.39564281354
0.72265625 8.12131061428
0.732421875 7.84592354159
0.7421875 7.56950903311
0.751953125 7.29209474476
0.76171875 7.01370855072
0.771484375 6.73437854346
0.78125 6.45413303375
0.791015625 6.17300055061
0.80078125 5.89100984135
0.810546875 5.60818987155
0.8203125 5.32456982508
0.830078125 5.04017910409
0.83984375 4.755047329
0.849609375 4.46920433851
0.859375 4.18268018961
0.869140625 3.89550515755
0.87890625 3.60770973586
0.888671875 3.31932463638
0.8984375 3.03038078919
0.908203125 2.74090934267
0.91796875 2.45094166347
0.927734375 2.16050933652
0.9375 1.86964416504
0.947265625 1.57837817051
0.95703125 1.2867435927
0.966796875 0.994772889666
0.9765625 0.702498737723
0.986328125 0.409954031478
0.99609375 0.117171883816
1.005859375 -0.175814374103
1.015625 -0.468971192837
1.025390625 -0.762264804667
1.03515625 -1.0556612236
1.044921875 -1.34912624535
1.0546875 -1.64262544736
1.064453125 -1.93612418881
1.07421875 -2.22958761058
1.083984375 -2.52298063527
1.09375 -2.81626796722
1.103515625 -3.10941409248
1.11328125 -3.40238327882
1.123046875 -3.69513957574
1.1328125 -3.98764681444
1.142578125 -4.27986860786
1.15234375 -4.57176835067
1.162109375 -4.86330921923
1.171875 -5.15445417166
1.181640625 -5.44516594776
1.19140625 -5.73540706909
1.201171875 -6.02513983891
1.2109375 -6.3143263422
1.220703125 -6.60292844566
1.23046875 -6.89090779773
1.240234375 -7.17822582855
1.25 -7.46484375
1.259765625 -7.75072255566
1.26953125 -8.03582302085
1.279296875 -8.3201057026
1.2890625 -8.60353093967
1.298828125 -8.88605885253
1.30859375 -9.16764934338
1.318359375 -9.44826209614
1.328125 -9.72785657644
1.337890625 -10.0063920317
1.34765625 -10.2838274909
1.357421875 -10.5601217649
1.3671875 -10.8352334462
1.376953125 -11.1091209091
1.38671875 -11.3817423095
1.396484375 -11.6530555852
1.40625 -11.9230184555
1.416015625 -12.1915884216
1.42578125 -12.4587227663
1.435546875 -12.7243785541
1.4453125 -12.9885126315
1.455078125 -13.2510816264
1.46484375 -13.5120419485
1.474609375 -13.7713497893
1.484375 -14.028961122
1.494140625 -14.2848317015
1.50390625 -14.5389170644
1.513671875 -14.7911725291
1.5234375 -15.0415531956
1.533203125 -15.2900139456
1.54296875 -15.5365094428
1.552734375 -15.7809941324
1.5625 -16.0234222412
1.572265625 -16.263747778
1.58203125 -16.5019245332
1.591796875 -16.7379060788
1.6015625 -16.9716457687
1.611328125 -17.2030967385
1.62109375 -17.4322119055
1.630859375 -17.6589439686
1.640625 -17.8832454085
1.650390625 -18.1050684878
1.66015625 -18.3243652505
1.669921875 -18.5410875226
1.6796875 -18.7551869117
1.689453125 -18.966614807
1.69921875 -19.1753223797
1.708984375 -19.3812605825
1.71875 -19.5843801498
1.728515625 -19.784631598
1.73828125 -19.981965225
1.748046875 -20.1763311103
1.7578125 -20.3676791154
1.767578125 -20.5559588834
1.77734375 -20.741119839
1.787109375 -20.9231111889
1.796875 -21.1018819213
1.806640625 -21.2773808061
1.81640625 -21.4495563952
1.826171875 -21.6183570218
1.8359375 -21.7837308012
1.845703125 -21.9456256302
1.85546875 -22.1039891874
1.865234375 -22.2587689331
1.875 -22.4099121094
1.884765625 -22.5573657399
1.89453125 -22.7010766303
1.904296875 -22.8409913676
1.9140625 -22.9770563208
1.923828125 -23.1092176405
1.93359375 -23.2374212591
1.943359375 -23.3616128906
1.953125 -23.4817380309
1.962890625 -23.5977419575
1.97265625 -23.7095697296
1.982421875 -23.8171661883
1.9921875 -23.9204759561
2.001953125 -24.0194434374
2.01171875 -24.1140128186
2.021484375 -24.2041280672
2.03125 -24.289732933
2.041015625 -24.3707709473
2.05078125 -24.447185423
2.060546875 -24.5189194549
2.0703125 -24.5859159194
2.080078125 -24.6481174747
2.08984375 -24.7054665608
2.099609375 -24.7579053992
2.109375 -24.8053759933
2.119140625 -24.8478201281
2.12890625 -24.8851793704
2.138671875 -24.9173950688
2.1484375 -24.9444083534
2.158203125 -24.9661601363
2.16796875 -24.982591111
2.177734375 -24.993641753
2.1875 -24.9992523193
2.197265625 -24.9993628489
2.20703125 -24.9939131623
2.216796875 -24.9828428617
2.2265625 -24.9660913311
2.236328125 -24.9435977363
2.24609375 -24.9153010247
2.255859375 -24.8811399254
2.265625 -24.8410529494
2.275390625 -24.7949783893
2.28515625 -24.7428543193
2.294921875 -24.6846185955
2.3046875 -24.6202088557
2.314453125 -24.5495625194
2.32421875 -24.4726167878
2.333984375 -24.3893086437
2.34375 -24.299574852
2.353515625 -24.2033519589
2.36328125 -24.1005762925
2.373046875 -23.9911839627
2.3828125 -23.8751108609
2.392578125 -23.7522926605
2.40234375 -23.6226648164
2.412109375 -23.4861625654
2.421875 -23.3427209258
2.431640625 -23.1922746978
2.44140625 -23.0347584633
2.451171875 -22.8701065858
2.4609375 -22.6982532106
2.470703125 -22.5191322649
2.48046875 -22.3326774572
2.490234375 -22.1388222782
2.5 -21.9375
2.509765625 -21.7286436765
2.51953125 -21.5121861433
2.529296875 -21.2880600178
2.5390625 -21.0561976992
2.548828125 -20.8165313681
2.55859375 -20.568992987
2.568359375 -20.3135143004
2.578125 -20.050026834
2.587890625 -19.7784618956
2.59765625 -19.4987505747
2.607421875 -19.2108237422
2.6171875 -18.9146120511
2.626953125 -18.6100459359
2.63671875 -18.297055613
2.646484375 -17.9755710803
2.65625 -17.6455221176
2.666015625 -17.3068382863
2.67578125 -16.9594489296
2.685546875 -16.6032831725
2.6953125 -16.2382699214
2.705078125 -15.8643378648
2.71484375 -15.4814154727
2.724609375 -15.0894309969
2.734375 -14.6883124709
2.744140625 -14.27798771
2.75390625 -13.858384311
2.763671875 -13.4294296526
2.7734375 -12.9910508953
2.783203125 -12.5431749811
2.79296875 -12.0857286339
2.802734375 -11.6186383592
2.8125 -11.1418304443
2.822265625 -10.6552309582
2.83203125 -10.1587657516
2.841796875 -9.65236045698
2.8515625 -9.13594048843
2.861328125 -8.60943104186
2.87109375 -8.07275709487
2.880859375 -7.52584340678
2.890625 -6.96861451864
2.900390625 -6.40099475322
2.91015625 -5.82290821499
2.919921875 -5.23427879017
2.9296875 -4.63503014669
2.939453125 -4.02508573419
2.94921875 -3.40436878405
2.958984375 -2.77280230935
2.96875 -2.13030910492
2.978515625 -1.47681174728
2.98828125 -0.812232594704
2.998046875 -0.136493787155
3.0078125 0.550482753664
3.017578125 1.24877532433
3.02734375 1.95846243971
3.037109375 2.67962283293
3.046875 3.41233545542
3.056640625 4.15667947686
3.06640625 4.91273428523
3.076171875 5.68057948678
3.0859375 6.46029490605
3.095703125 7.25196058584
3.10546875 8.05565678724
3.115234375 8.87146398962
3.125 9.69946289062
3.134765625 10.5397344062
3.14453125 11.3923596705
3.154296875 12.257420036
3.1640625 13.1349970736
3.173828125 14.0251725721
3.18359375 14.9280285391
3.193359375 15.8436471999
3.203125 16.7721109986
3.212890625 17.7135025973
3.22265625 18.6679048764
3.232421875 19.6354009346
3.2421875 20.616074089
3.251953125 21.6100078747
3.26171875 22.6172860453
3.271484375 23.6379925728
3.28125 24.672211647
3.291015625 25.7200276766
3.30078125 26.781525288
3.310546875 27.8567893263
3.3203125 28.9459048547
3.330078125 30.0489571546
3.33984375 31.1660317259
3.349609375 32.2972142866
3.359375 33.4425907731
3.369140625 34.6022473399
3.37890625 35.77627036
3.388671875 36.9647464245
3.3984375 38.1677623428
3.408203125 39.3854051428
3.41796875 40.6177620704
3.427734375 41.8649205899
3.4375 43.1269683838
3.447265625 44.403993353
3.45703125 45.6960836167
3.466796875 47.0033275122
3.4765625 48.3258135952
3.486328125 49.6636306397
3.49609375 51.0168676379
3.505859375 52.3856138003
3.515625 53.7699585557
3.525390625 55.1699915512
3.53515625 56.5858026522
3.544921875 58.0174819422
3.5546875 59.4651197232
3.564453125 60.9288065154
3.57421875 62.4086330573
3.583984375 63.9046903055
3.59375 65.4170694351
3.603515625 66.9458618395
3.61328125 68.4911591301
3.623046875 70.0530531369
3.6328125 71.631635908
3.642578125 73.2269997099
3.65234375 74.8392370271
3.662109375 76.4684405627
3.671875 78.114703238
3.681640625 79.7781181925
3.69140625 81.4587787839
3.701171875 83.1567785884
3.7109375 84.8722114004
3.720703125 86.6051712325
3.73046875 88.3557523156
3.740234375 90.1240490989
3.75 91.91015625
3.759765625 93.7141686545
3.76953125 95.5361814166
3.779296875 97.3762898585
3.7890625 99.2345895208
3.798828125 101.111176163
3.80859375 103.006145761
3.818359375 104.919594511
3.828125 106.851618826
3.837890625 108.80231534
3.84765625 110.771780901
3.857421875 112.760112579
3.8671875 114.767407659
3.876953125 116.793763649
3.88671875 118.83927827
3.896484375 120.904049464
3.90625 122.988175392
3.916015625 125.091754432
3.92578125 127.214885179
3.935546875 129.35766645
3.9453125 131.520197276
3.955078125 133.70257691
3.96484375 135.90490482
3.974609375 138.127280696
3.984375 140.369804442
3.994140625 142.632576184
4.00390625 144.915696264
4.013671875 147.219265243
4.0234375 149.5433839
4.033203125 151.888153234
4.04296875 154.253674459
4.052734375 156.64004901
4.0625 159.04737854
4.072265625 161.475764919
4.08203125 163.925310236
4.091796875 166.396116798
4.1015625 168.888287131
4.111328125 171.401923978
4.12109375 173.937130302
4.130859375 176.494009284
4.140625 179.07266432
4.150390625 181.67319903
4.16015625 184.295717247
4.169921875 186.940323025
4.1796875 189.607120637
4.189453125 192.296214571
4.19921875 195.007709537
4.208984375 197.741710461
4.21875 200.498322487
4.228515625 203.277650979
4.23828125 206.079801519
4.248046875 208.904879905
4.2578125 211.752992157
4.267578125 214.62424451
4.27734375 217.518743418
4.287109375 220.436595556
4.296875 223.377907813
4.306640625 226.342787299
4.31640625 229.331341341
4.326171875 232.343677487
4.3359375 235.379903499
4.345703125 238.440127361
4.35546875 241.524457272
4.365234375 244.633001653
4.375 247.765869141
4.384765625 250.92316859
4.39453125 254.105009075
4.404296875 257.311499889
4.4140625 260.542750541
4.423828125 263.79887076
4.43359375 267.079970494
4.443359375 270.386159907
4.453125 273.717549384
4.462890625 277.074249525
4.47265625 280.456371151
4.482421875 283.864025301
4.4921875 287.297323231
4.501953125 290.756376416
4.51171875 294.241296549
4.521484375 297.752195542
4.53125 301.289185524
4.541015625 304.852378844
4.55078125 308.441888068
4.560546875 312.057825981
4.5703125 315.700305585
4.580078125 319.369440102
4.58984375 323.06534297
4.599609375 326.788127849
4.609375 330.537908614
4.619140625 334.314799358
4.62890625 338.118914396
4.638671875 341.950368257
4.6484375 345.80927569
4.658203125 349.695751664
4.66796875 353.609911364
4.677734375 357.551870193
4.6875 361.521743774
4.697265625 365.519647948
4.70703125 369.545698773
4.716796875 373.600012527
4.7265625 377.682705704
4.736328125 381.793895019
4.74609375 385.933697403
4.755859375 390.102230006
4.765625 394.299610198
4.775390625 398.525955564
4.78515625 402.78138391
4.794921875 407.066013258
4.8046875 411.379961852
4.814453125 415.72334815
4.82421875 420.096290831
4.833984375 424.498908791
4.84375 428.931321144
4.853515625 433.393647224
4.86328125 437.886006583
4.873046875 442.408518989
4.8828125 446.96130443
4.892578125 451.544483113
4.90234375 456.158175461
4.912109375 460.802502118
4.921875 465.477583945
4.931640625 470.18354202
4.94140625 474.920497641
4.951171875 479.688572324
4.9609375 484.487887803
4.970703125 489.318566031
4.98046875 494.180729177
4.990234375 499.074499631
5.0 504.0
1*x**4+2*x**3+-13*x**2+-14*x**1+24*x**0+
